"postal_code","geographic_unit_name","geographic_unit_fips","results","county_fips"
"TX","Runnels","48399",3782,"48399"
"TX","Rusk","48401",18994,"48401"
"TX","Sabine","48403",4651,"48403"
"TX","San Augustine","48405",3569,"48405"
"TX","San Jacinto","48407",10343,"48407"
"TX","San Patricio","48409",21656,"48409"
"TX","San Saba","48411",2357,"48411"
"TX","Schleicher","48413",1059,"48413"
"TX","Scurry","48415",5289,"48415"
"TX","Shackelford","48417",1504,"48417"
"TX","Shelby","48419",9086,"48419"
"TX","Sherman","48421",935,"48421"
"TX","Smith","48423",84768,"48423"
"TX","Somervell","48425",3897,"48425"
"TX","Starr","48427",11740,"48427"
"TX","Stephens","48429",3461,"48429"
"TX","Sterling","48431",633,"48431"
"TX","Stonewall","48433",701,"48433"
"TX","Sutton","48435",1416,"48435"
"TX","Swisher","48437",2204,"48437"
"TX","Tarrant","48439",668514,"48439"
"TX","Taylor","48441",45759,"48441"
"TX","Terrell","48443",438,"48443"
"TX","Terry","48445",3355,"48445"
"TX","Throckmorton","48447",808,"48447"
"TX","Titus","48449",9419,"48449"
"TX","Tom Green","48451",38479,"48451"
"TX","Travis","48453",468720,"48453"
"TX","Trinity","48455",5985,"48455"
"TX","Tyler","48457",8016,"48457"
"TX","Upshur","48459",16013,"48459"
"TX","Upton","48461",1347,"48461"
"TX","Uvalde","48463",8964,"48463"
"TX","Val Verde","48465",13617,"48465"
"TX","Van Zandt","48467",21890,"48467"
"TX","Victoria","48469",31123,"48469"
"TX","Walker","48471",19796,"48471"
"TX","Waller","48473",16784,"48473"
"TX","Ward","48475",3445,"48475"
"TX","Washington","48477",14828,"48477"
"TX","Webb","48479",56905,"48479"
"TX","Wharton","48481",14732,"48481"
"TX","Wheeler","48483",2306,"48483"
"TX","Wichita","48485",38119,"48485"
"TX","Wilbarger","48487",4105,"48487"
"TX","Willacy","48489",5095,"48489"
"TX","Williamson","48491",203081,"48491"
"TX","Wilson","48493",19432,"48493"
"TX","Winkler","48495",1876,"48495"
"TX","Wise","48497",24776,"48497"
"TX","Wood","48499",18727,"48499"
"TX","Yoakum","48501",2303,"48501"
"TX","Young","48503",7707,"48503"
"TX","Zapata","48505",3142,"48505"
"TX","Zavala","48507",3396,"48507"
